"filename", "language", "JavaScript", "JSON", "YAML", "HTML", "Markdown", "PostCSS", "comment", "blank", "total"
"/Users/koda/Documents/tkbot/commands/admin/hidetag.js", "JavaScript", 85, 0, 0, 0, 0, 0, 14, 11, 110
"/Users/koda/Documents/tkbot/commands/admin/kick.js", "JavaScript", 87, 0, 0, 0, 0, 0, 5, 20, 112
"/Users/koda/Documents/tkbot/commands/admin/mute.js", "JavaScript", 18, 0, 0, 0, 0, 0, 3, 4, 25
"/Users/koda/Documents/tkbot/commands/admin/pending.js", "JavaScript", 81, 0, 0, 0, 0, 0, 5, 12, 98
"/Users/koda/Documents/tkbot/commands/admin/promote.js", "JavaScript", 40, 0, 0, 0, 0, 0, 6, 12, 58
"/Users/koda/Documents/tkbot/commands/admin/resetwarn.js", "JavaScript", 37, 0, 0, 0, 0, 0, 5, 11, 53
"/Users/koda/Documents/tkbot/commands/admin/setgoodbye.js", "JavaScript", 38, 0, 0, 0, 0, 0, 3, 9, 50
"/Users/koda/Documents/tkbot/commands/admin/setwelcome.js", "JavaScript", 38, 0, 0, 0, 0, 0, 3, 9, 50
"/Users/koda/Documents/tkbot/commands/admin/tagall.js", "JavaScript", 28, 0, 0, 0, 0, 0, 3, 8, 39
"/Users/koda/Documents/tkbot/commands/admin/unmute.js", "JavaScript", 18, 0, 0, 0, 0, 0, 3, 4, 25
"/Users/koda/Documents/tkbot/commands/admin/warn.js", "JavaScript", 57, 0, 0, 0, 0, 0, 4, 14, 75
"/Users/koda/Documents/tkbot/commands/admin/welcome.js", "JavaScript", 34, 0, 0, 0, 0, 0, 3, 7, 44
"/Users/koda/Documents/tkbot/commands/ai/ai.js", "JavaScript", 21, 0, 0, 0, 0, 0, 4, 8, 33
"/Users/koda/Documents/tkbot/commands/ai/gptimage.js", "JavaScript", 152, 0, 0, 0, 0, 0, 19, 31, 202
"/Users/koda/Documents/tkbot/commands/ai/magicstudio.js", "JavaScript", 64, 0, 0, 0, 0, 0, 3, 13, 80
"/Users/koda/Documents/tkbot/commands/fun/bomb.js", "JavaScript", 127, 0, 0, 0, 0, 0, 19, 25, 171
"/Users/koda/Documents/tkbot/commands/fun/complimentry.js", "JavaScript", 50, 0, 0, 0, 0, 0, 3, 5, 58
"/Users/koda/Documents/tkbot/commands/fun/dare.js", "JavaScript", 42, 0, 0, 0, 0, 0, 3, 5, 50
"/Users/koda/Documents/tkbot/commands/fun/insult.js", "JavaScript", 30, 0, 0, 0, 0, 0, 1, 5, 36
"/Users/koda/Documents/tkbot/commands/fun/joke.js", "JavaScript", 17, 0, 0, 0, 0, 0, 3, 7, 27
"/Users/koda/Documents/tkbot/commands/fun/meme.js", "JavaScript", 21, 0, 0, 0, 0, 0, 3, 7, 31
"/Users/koda/Documents/tkbot/commands/fun/memesearch.js", "JavaScript", 114, 0, 0, 0, 0, 0, 21, 28, 163
"/Users/koda/Documents/tkbot/commands/fun/tictactoe.js", "JavaScript", 185, 0, 0, 0, 0, 0, 14, 39, 238
"/Users/koda/Documents/tkbot/commands/fun/truth.js", "JavaScript", 19, 0, 0, 0, 0, 0, 4, 6, 29
"/Users/koda/Documents/tkbot/commands/general/attp.js", "JavaScript", 80, 0, 0, 0, 0, 0, 4, 14, 98
"/Users/koda/Documents/tkbot/commands/general/crop.js", "JavaScript", 139, 0, 0, 0, 0, 0, 31, 35, 205
"/Users/koda/Documents/tkbot/commands/general/getpp.js", "JavaScript", 55, 0, 0, 0, 0, 0, 10, 10, 75
"/Users/koda/Documents/tkbot/commands/general/github.js", "JavaScript", 65, 0, 0, 0, 0, 0, 9, 16, 90
"/Users/koda/Documents/tkbot/commands/general/groupinfo.js", "JavaScript", 34, 0, 0, 0, 0, 0, 3, 8, 45
"/Users/koda/Documents/tkbot/commands/general/groupstats.js", "JavaScript", 41, 0, 0, 0, 0, 0, 2, 11, 54
"/Users/koda/Documents/tkbot/commands/general/list.js", "JavaScript", 75, 0, 0, 0, 0, 0, 6, 13, 94
"/Users/koda/Documents/tkbot/commands/general/menu.js", "JavaScript", 183, 0, 0, 0, 0, 0, 25, 31, 239
"/Users/koda/Documents/tkbot/commands/general/myactivity.js", "JavaScript", 42, 0, 0, 0, 0, 0, 2, 11, 55
"/Users/koda/Documents/tkbot/commands/general/ping.js", "JavaScript", 21, 0, 0, 0, 0, 0, 3, 6, 30
"/Users/koda/Documents/tkbot/commands/general/qr.js", "JavaScript", 27, 0, 0, 0, 0, 0, 3, 8, 38
"/Users/koda/Documents/tkbot/commands/general/simage.js", "JavaScript", 64, 0, 0, 0, 0, 0, 12, 17, 93
"/Users/koda/Documents/tkbot/commands/general/ssweb.js", "JavaScript", 29, 0, 0, 0, 0, 0, 4, 11, 44
"/Users/koda/Documents/tkbot/commands/general/sticker.js", "JavaScript", 109, 0, 0, 0, 0, 0, 7, 29, 145
"/Users/koda/Documents/tkbot/commands/general/take.js", "JavaScript", 61, 0, 0, 0, 0, 0, 4, 18, 83
"/Users/koda/Documents/tkbot/commands/general/translate.js", "JavaScript", 26, 0, 0, 0, 0, 0, 3, 10, 39
"/Users/koda/Documents/tkbot/commands/general/tts.js", "JavaScript", 47, 0, 0, 0, 0, 0, 3, 13, 63
"/Users/koda/Documents/tkbot/commands/general/uptime.js", "JavaScript", 48, 0, 0, 0, 0, 0, 11, 14, 73
"/Users/koda/Documents/tkbot/commands/general/viewonce.js", "JavaScript", 126, 0, 0, 0, 0, 0, 9, 20, 155
"/Users/koda/Documents/tkbot/commands/media/facebook.js", "JavaScript", 83, 0, 0, 0, 0, 0, 3, 18, 104
"/Users/koda/Documents/tkbot/commands/media/igs.js", "JavaScript", 438, 0, 0, 0, 0, 0, 67, 88, 593
"/Users/koda/Documents/tkbot/commands/media/igsc.js", "JavaScript", 443, 0, 0, 0, 0, 0, 73, 96, 612
"/Users/koda/Documents/tkbot/commands/media/instagram.js", "JavaScript", 82, 0, 0, 0, 0, 0, 3, 18, 103
"/Users/koda/Documents/tkbot/commands/media/lyrics.js", "JavaScript", 74, 0, 0, 0, 0, 0, 6, 13, 93
"/Users/koda/Documents/tkbot/commands/media/pinterest.js", "JavaScript", 80, 0, 0, 0, 0, 0, 3, 18, 101
"/Users/koda/Documents/tkbot/commands/media/song.js", "JavaScript", 50, 0, 0, 0, 0, 0, 3, 10, 63
"/Users/koda/Documents/tkbot/commands/media/tiktok.js", "JavaScript", 99, 0, 0, 0, 0, 0, 3, 20, 122
"/Users/koda/Documents/tkbot/commands/media/twitter.js", "JavaScript", 80, 0, 0, 0, 0, 0, 3, 18, 101
"/Users/koda/Documents/tkbot/commands/media/video.js", "JavaScript", 45, 0, 0, 0, 0, 0, 3, 8, 56
"/Users/koda/Documents/tkbot/commands/owner/afk.js", "JavaScript", 51, 0, 0, 0, 0, 0, 4, 8, 63
"/Users/koda/Documents/tkbot/commands/owner/anticall.js", "JavaScript", 38, 0, 0, 0, 0, 0, 8, 11, 57
"/Users/koda/Documents/tkbot/commands/owner/autoreact.js", "JavaScript", 42, 0, 0, 0, 0, 0, 3, 10, 55
"/Users/koda/Documents/tkbot/commands/owner/autoread.js", "JavaScript", 37, 0, 0, 0, 0, 0, 4, 8, 49
"/Users/koda/Documents/tkbot/commands/owner/autostatus.js", "JavaScript", 97, 0, 0, 0, 0, 0, 4, 11, 112
"/Users/koda/Documents/tkbot/commands/owner/block.js", "JavaScript", 29, 0, 0, 0, 0, 0, 3, 8, 40
"/Users/koda/Documents/tkbot/commands/owner/broadcast.js", "JavaScript", 33, 0, 0, 0, 0, 0, 3, 9, 45
"/Users/koda/Documents/tkbot/commands/owner/mode.js", "JavaScript", 62, 0, 0, 0, 0, 0, 8, 17, 87
"/Users/koda/Documents/tkbot/commands/owner/newsletter.js", "JavaScript", 105, 0, 0, 0, 0, 0, 23, 31, 159
"/Users/koda/Documents/tkbot/commands/owner/restart.js", "JavaScript", 33, 0, 0, 0, 0, 0, 5, 7, 45
"/Users/koda/Documents/tkbot/commands/owner/setbalance.js", "JavaScript", 63, 0, 0, 0, 0, 0, 7, 15, 85
"/Users/koda/Documents/tkbot/commands/owner/setbotname.js", "JavaScript", 52, 0, 0, 0, 0, 0, 11, 15, 78
"/Users/koda/Documents/tkbot/commands/owner/setbotpp.js", "JavaScript", 50, 0, 0, 0, 0, 0, 9, 13, 72
"/Users/koda/Documents/tkbot/commands/owner/setmenuimage.js", "JavaScript", 70, 0, 0, 0, 0, 0, 11, 18, 99
"/Users/koda/Documents/tkbot/commands/owner/setnewsletter.js", "JavaScript", 84, 0, 0, 0, 0, 0, 18, 17, 119
"/Users/koda/Documents/tkbot/commands/owner/setprefix.js", "JavaScript", 30, 0, 0, 0, 0, 0, 5, 10, 45
"/Users/koda/Documents/tkbot/commands/owner/sudo.js", "JavaScript", 192, 0, 0, 0, 0, 0, 7, 33, 232
"/Users/koda/Documents/tkbot/commands/owner/unblock.js", "JavaScript", 29, 0, 0, 0, 0, 0, 3, 8, 40
"/Users/koda/Documents/tkbot/commands/owner/update.js", "JavaScript", 150, 0, 0, 0, 0, 0, 6, 27, 183
"/Users/koda/Documents/tkbot/commands/textmaker/1917.js", "JavaScript", 33, 0, 0, 0, 0, 0, 3, 10, 46
"/Users/koda/Documents/tkbot/commands/textmaker/arena.js", "JavaScript", 33, 0, 0, 0, 0, 0, 3, 10, 46
"/Users/koda/Documents/tkbot/commands/textmaker/blackpink.js", "JavaScript", 33, 0, 0, 0, 0, 0, 3, 10, 46
"/Users/koda/Documents/tkbot/commands/textmaker/devil.js", "JavaScript", 33, 0, 0, 0, 0, 0, 3, 10, 46
"/Users/koda/Documents/tkbot/commands/textmaker/fire.js", "JavaScript", 33, 0, 0, 0, 0, 0, 3, 10, 46
"/Users/koda/Documents/tkbot/commands/textmaker/glitch.js", "JavaScript", 33, 0, 0, 0, 0, 0, 3, 10, 46
"/Users/koda/Documents/tkbot/commands/textmaker/hacker.js", "JavaScript", 33, 0, 0, 0, 0, 0, 3, 10, 46
"/Users/koda/Documents/tkbot/commands/textmaker/ice.js", "JavaScript", 33, 0, 0, 0, 0, 0, 3, 10, 46
"/Users/koda/Documents/tkbot/commands/textmaker/impressive.js", "JavaScript", 33, 0, 0, 0, 0, 0, 3, 10, 46
"/Users/koda/Documents/tkbot/commands/textmaker/leaves.js", "JavaScript", 33, 0, 0, 0, 0, 0, 3, 10, 46
"/Users/koda/Documents/tkbot/commands/textmaker/light.js", "JavaScript", 33, 0, 0, 0, 0, 0, 3, 10, 46
"/Users/koda/Documents/tkbot/commands/textmaker/matrix.js", "JavaScript", 33, 0, 0, 0, 0, 0, 3, 10, 46
"/Users/koda/Documents/tkbot/commands/textmaker/metallic.js", "JavaScript", 33, 0, 0, 0, 0, 0, 3, 10, 46
"/Users/koda/Documents/tkbot/commands/textmaker/neon.js", "JavaScript", 33, 0, 0, 0, 0, 0, 3, 10, 46
"/Users/koda/Documents/tkbot/commands/textmaker/purple.js", "JavaScript", 33, 0, 0, 0, 0, 0, 3, 10, 46
"/Users/koda/Documents/tkbot/commands/textmaker/sand.js", "JavaScript", 33, 0, 0, 0, 0, 0, 3, 10, 46
"/Users/koda/Documents/tkbot/commands/textmaker/snow.js", "JavaScript", 32, 0, 0, 0, 0, 0, 3, 9, 44
"/Users/koda/Documents/tkbot/commands/textmaker/thunder.js", "JavaScript", 33, 0, 0, 0, 0, 0, 3, 10, 46
"/Users/koda/Documents/tkbot/commands/utility/calc.js", "JavaScript", 29, 0, 0, 0, 0, 0, 4, 9, 42
"/Users/koda/Documents/tkbot/commands/utility/translate.js", "JavaScript", 101, 0, 0, 0, 0, 0, 16, 19, 136
"/Users/koda/Documents/tkbot/commands/utility/weather.js", "JavaScript", 26, 0, 0, 0, 0, 0, 3, 9, 38
"/Users/koda/Documents/tkbot/config.js", "JavaScript", 76, 0, 0, 0, 0, 0, 14, 11, 101
"/Users/koda/Documents/tkbot/database.js", "JavaScript", 203, 0, 0, 0, 0, 0, 12, 30, 245
"/Users/koda/Documents/tkbot/database/economy.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 1
"/Users/koda/Documents/tkbot/database/groupStats.json", "JSON", 0, 85, 0, 0, 0, 0, 0, 0, 85
"/Users/koda/Documents/tkbot/database/groups.json", "JSON", 0, 190, 0, 0, 0, 0, 0, 0, 190
"/Users/koda/Documents/tkbot/database/mods.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 0, 3
"/Users/koda/Documents/tkbot/database/sudo.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 0, 3
"/Users/koda/Documents/tkbot/database/users.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 1
"/Users/koda/Documents/tkbot/database/warnings.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 1
"/Users/koda/Documents/tkbot/handler.js", "JavaScript", 1456, 0, 0, 0, 0, 0, 216, 257, 1929
"/Users/koda/Documents/tkbot/index.html", "HTML", 0, 0, 0, 118, 0, 0, 0, 12, 130
"/Users/koda/Documents/tkbot/index.js", "JavaScript", 308, 0, 0, 0, 0, 0, 7, 36, 351
"/Users/koda/Documents/tkbot/package-lock.json", "JSON", 0, 10700, 0, 0, 0, 0, 0, 1, 10701
"/Users/koda/Documents/tkbot/package.json", "JSON", 0, 57, 0, 0, 0, 0, 0, 1, 58
"/Users/koda/Documents/tkbot/pairing-entry.js", "JavaScript", 1, 0, 0, 0, 0, 0, 7, 1, 9
"/Users/koda/Documents/tkbot/public/app.js", "JavaScript", 116, 0, 0, 0, 0, 0, 0, 18, 134
"/Users/koda/Documents/tkbot/public/index.html", "HTML", 0, 0, 0, 51, 0, 0, 0, 7, 58
"/Users/koda/Documents/tkbot/public/style.css", "PostCSS", 0, 0, 0, 0, 0, 147, 0, 30, 177
"/Users/koda/Documents/tkbot/render.yaml", "YAML", 0, 0, 8, 0, 0, 0, 0, 1, 9
"/Users/koda/Documents/tkbot/utils/afk.js", "JavaScript", 65, 0, 0, 0, 0, 0, 4, 14, 83
"/Users/koda/Documents/tkbot/utils/api.js", "JavaScript", 457, 0, 0, 0, 0, 0, 27, 52, 536
"/Users/koda/Documents/tkbot/utils/autoReact.js", "JavaScript", 44, 0, 0, 0, 0, 0, 6, 11, 61
"/Users/koda/Documents/tkbot/utils/autoread.js", "JavaScript", 37, 0, 0, 0, 0, 0, 4, 7, 48
"/Users/koda/Documents/tkbot/utils/autostatus.js", "JavaScript", 33, 0, 0, 0, 0, 0, 4, 7, 44
"/Users/koda/Documents/tkbot/utils/badwords.js", "JavaScript", 44, 0, 0, 0, 0, 0, 3, 10, 57
"/Users/koda/Documents/tkbot/utils/cleanup.js", "JavaScript", 77, 0, 0, 0, 0, 0, 31, 23, 131
"/Users/koda/Documents/tkbot/utils/commandLoader.js", "JavaScript", 56, 0, 0, 0, 0, 0, 3, 13, 72
"/Users/koda/Documents/tkbot/utils/converter.js", "JavaScript", 73, 0, 0, 0, 0, 0, 26, 6, 105
"/Users/koda/Documents/tkbot/utils/economy.js", "JavaScript", 314, 0, 0, 0, 0, 0, 0, 37, 351
"/Users/koda/Documents/tkbot/utils/economyCommands.js", "JavaScript", 67, 0, 0, 0, 0, 0, 0, 4, 71
"/Users/koda/Documents/tkbot/utils/economyV050.js", "JavaScript", 289, 0, 0, 0, 0, 0, 0, 46, 335
"/Users/koda/Documents/tkbot/utils/economyV050Commands.js", "JavaScript", 123, 0, 0, 0, 0, 0, 0, 10, 133
"/Users/koda/Documents/tkbot/utils/exif.js", "JavaScript", 90, 0, 0, 0, 0, 0, 16, 25, 131
"/Users/koda/Documents/tkbot/utils/funCommands.js", "JavaScript", 576, 0, 0, 0, 0, 0, 0, 14, 590
"/Users/koda/Documents/tkbot/utils/funGames.js", "JavaScript", 341, 0, 0, 0, 0, 0, 0, 21, 362
"/Users/koda/Documents/tkbot/utils/funHelpers.js", "JavaScript", 292, 0, 0, 0, 0, 0, 0, 31, 323
"/Users/koda/Documents/tkbot/utils/groupstats.js", "JavaScript", 88, 0, 0, 0, 0, 0, 0, 19, 107
"/Users/koda/Documents/tkbot/utils/helpers.js", "JavaScript", 101, 0, 0, 0, 0, 0, 36, 26, 163
"/Users/koda/Documents/tkbot/utils/jidHelper.js", "JavaScript", 112, 0, 0, 0, 0, 0, 9, 27, 148
"/Users/koda/Documents/tkbot/utils/levelling.js", "JavaScript", 46, 0, 0, 0, 0, 0, 0, 7, 53
"/Users/koda/Documents/tkbot/utils/sticker.js", "JavaScript", 62, 0, 0, 0, 0, 0, 15, 11, 88
"/Users/koda/Documents/tkbot/utils/stickerConverter.js", "JavaScript", 74, 0, 0, 0, 0, 0, 26, 18, 118
"/Users/koda/Documents/tkbot/utils/tempManager.js", "JavaScript", 64, 0, 0, 0, 0, 0, 36, 17, 117
"/Users/koda/Documents/tkbot/utils/tictactoe.js", "JavaScript", 44, 0, 0, 0, 0, 0, 3, 11, 58
"/Users/koda/Documents/tkbot/utils/tts.js", "JavaScript", 34, 0, 0, 0, 0, 0, 3, 12, 49
"/Users/koda/Documents/tkbot/utils/webp2mp4.js", "JavaScript", 265, 0, 0, 0, 0, 0, 59, 51, 375
"/Users/koda/Documents/tkbot/web-entry.js", "JavaScript", 262, 0, 0, 0, 0, 0, 1, 41, 304
"Total", "-", 13699, 11059, 21, 169, 14, 147, 1324, 2624, 29057
